Gene	Is gene significantly up- or downregulated in aging MII oocytes?	Source	Species
Ctsl	down	Pan 2008	mouse
D030056L22	down	Pan 2008	mouse
Dnajc3	down	Pan 2008	mouse
E330021D16Rik	down	Pan 2008	mouse
Epb7.2	down	Pan 2008	mouse
Eprs	down	Pan 2008	mouse
Itgb1bp1	down	Pan 2008	mouse
Kif2c	down	Pan 2008	mouse
Mfap5	down	Pan 2008	mouse
Mrps5	down	Pan 2008	mouse
Mus81	down	Pan 2008	mouse
Rabggtb	down	Pan 2008	mouse
Rbm22	down	Pan 2008	mouse
Rnf26	down	Pan 2008	mouse
Spin	down	Pan 2008	mouse
Tex27	down	Pan 2008	mouse
Tm4sf10	down	Pan 2008	mouse
Trp53inp2	down	Pan 2008	mouse
Vdac2	down	Pan 2008	mouse
Zcchc3	down	Pan 2008	mouse
Zfyve21	down	Pan 2008	mouse
1110028E10Rik	down	Pan 2008	mouse
1810073N04Rik	down	Pan 2008	mouse
2010305B15Rik	down	Pan 2008	mouse
2700055A20Rik	down	Pan 2008	mouse
4930402H24Rik	down	Pan 2008	mouse
Appbp2	down	Pan 2008	mouse
Arl4	down	Pan 2008	mouse
C80913	down	Pan 2008	mouse
Chn2	down	Pan 2008	mouse
D10Ertd438e	down	Pan 2008	mouse
D12Wsu95e	down	Pan 2008	mouse
Dtprp	down	Pan 2008	mouse
Hnrpdl	down	Pan 2008	mouse
Ipmk	down	Pan 2008	mouse
Kifc1	down	Pan 2008	mouse
Lman2	down	Pan 2008	mouse
Ncbp2	down	Pan 2008	mouse
Ncl	down	Pan 2008	mouse
Ncoa5	down	Pan 2008	mouse
Ndfip1	down	Pan 2008	mouse
Pex26	down	Pan 2008	mouse
Ppm1a	down	Pan 2008	mouse
Senp6	down	Pan 2008	mouse
Slc16a10	down	Pan 2008	mouse
Slc4a7	down	Pan 2008	mouse
Tmem2	down	Pan 2008	mouse
Uap1	down	Pan 2008	mouse
Ubp1	down	Pan 2008	mouse
2810004A10Rik	down	Pan 2008	mouse
4930423H22Rik	down	Pan 2008	mouse
4930432B04Rik	down	Pan 2008	mouse
Atp9a	down	Pan 2008	mouse
BC005682	down	Pan 2008	mouse
Bcr	down	Pan 2008	mouse
Bpgm	down	Pan 2008	mouse
Cdca8	down	Pan 2008	mouse
Cnot6l	down	Pan 2008	mouse
Ctdp1	down	Pan 2008	mouse
E030003F13Rik	down	Pan 2008	mouse
Map3k4	down	Pan 2008	mouse
Mcm5	down	Pan 2008	mouse
Mpdz	down	Pan 2008	mouse
Nudc	down	Pan 2008	mouse
Rnf44	down	Pan 2008	mouse
Skp2	down	Pan 2008	mouse
Soat1	down	Pan 2008	mouse
Sox8	down	Pan 2008	mouse
Ssrp1	down	Pan 2008	mouse
Stard13	down	Pan 2008	mouse
Tcf4	down	Pan 2008	mouse
Ube2d2	down	Pan 2008	mouse
Zcwcc3	down	Pan 2008	mouse
Zfpm2	down	Pan 2008	mouse
0610007C21Rik	down	Pan 2008	mouse
1110049F12Rik	down	Pan 2008	mouse
1300002F13Rik	down	Pan 2008	mouse
2410024A21Rik	down	Pan 2008	mouse
2610319K07Rik	down	Pan 2008	mouse
5133401H06Rik	down	Pan 2008	mouse
9230112O05Rik	down	Pan 2008	mouse
AI315119	down	Pan 2008	mouse
AI987692	down	Pan 2008	mouse
Alg2	down	Pan 2008	mouse
Ankrd6	down	Pan 2008	mouse
BC020184	down	Pan 2008	mouse
Cdo1	down	Pan 2008	mouse
Eif5b	down	Pan 2008	mouse
Enpp2	down	Pan 2008	mouse
Fgf9	down	Pan 2008	mouse
G430041M01Rik	down	Pan 2008	mouse
Kist	down	Pan 2008	mouse
Pgm2l1	down	Pan 2008	mouse
Pik3ca	down	Pan 2008	mouse
Pprc1	down	Pan 2008	mouse
Rnf14	down	Pan 2008	mouse
Ube2d1	down	Pan 2008	mouse
Zcchc2	down	Pan 2008	mouse
Zdhhc8	down	Pan 2008	mouse
Zik1	down	Pan 2008	mouse
2210419D22Rik	down	Pan 2008	mouse
A530021J07	down	Pan 2008	mouse
Ak2	down	Pan 2008	mouse
Atp2a2	down	Pan 2008	mouse
Cdca4	down	Pan 2008	mouse
Crebl1	down	Pan 2008	mouse
Cspg6	down	Pan 2008	mouse
Cxxc1	down	Pan 2008	mouse
Dnajc3	down	Pan 2008	mouse
Dtx2	down	Pan 2008	mouse
Echdc1	down	Pan 2008	mouse
Emx2	down	Pan 2008	mouse
Fgfr2	down	Pan 2008	mouse
Gnb2	down	Pan 2008	mouse
Gpr108	down	Pan 2008	mouse
Grb10	down	Pan 2008	mouse
Mfn1	down	Pan 2008	mouse
Ncbp2	down	Pan 2008	mouse
Pard6b	down	Pan 2008	mouse
Pgd	down	Pan 2008	mouse
Pigb	down	Pan 2008	mouse
Ppp2r5e	down	Pan 2008	mouse
Psmc5	down	Pan 2008	mouse
Rex3	down	Pan 2008	mouse
Ripk5	down	Pan 2008	mouse
Rnf19	down	Pan 2008	mouse
Sdccag33	down	Pan 2008	mouse
Senp8	down	Pan 2008	mouse
Slc39a10	down	Pan 2008	mouse
Smc2l1	down	Pan 2008	mouse
Tada2l	down	Pan 2008	mouse
Tbc1d14	down	Pan 2008	mouse
Tgfb1i4	down	Pan 2008	mouse
Uble1a	down	Pan 2008	mouse
Vcp	down	Pan 2008	mouse
Zfp161	down	Pan 2008	mouse
1110007A06Rik	down	Pan 2008	mouse
1300002F13Rik	down	Pan 2008	mouse
1300010A20Rik	down	Pan 2008	mouse
2300002M23Rik	down	Pan 2008	mouse
2310001H13Rik	down	Pan 2008	mouse
2310040A13Rik	down	Pan 2008	mouse
2410018G23Rik	down	Pan 2008	mouse
2810453I06Rik	down	Pan 2008	mouse
Abcc1	down	Pan 2008	mouse
Ablim1	down	Pan 2008	mouse
Ap3m1	down	Pan 2008	mouse
Bard1	down	Pan 2008	mouse
BC024969	down	Pan 2008	mouse
BC067047	down	Pan 2008	mouse
Cct7	down	Pan 2008	mouse
Cdca5	down	Pan 2008	mouse
Cdh2	down	Pan 2008	mouse
Cpd	down	Pan 2008	mouse
Csnk1e	down	Pan 2008	mouse
D230012E17Rik	down	Pan 2008	mouse
D430038H04Rik	down	Pan 2008	mouse
Dmd	down	Pan 2008	mouse
Eif4a2	down	Pan 2008	mouse
Eif4g1	down	Pan 2008	mouse
Ell	down	Pan 2008	mouse
Epb4.1l2	down	Pan 2008	mouse
Fkbp1a	down	Pan 2008	mouse
Gpd2	down	Pan 2008	mouse
Hnrpk	down	Pan 2008	mouse
Hrbl	down	Pan 2008	mouse
Icmt	down	Pan 2008	mouse
Ighmbp2	down	Pan 2008	mouse
Mapkbp1	down	Pan 2008	mouse
Plekha3	down	Pan 2008	mouse
Pom121	down	Pan 2008	mouse
Ppp4c	down	Pan 2008	mouse
Psmf1	down	Pan 2008	mouse
Ptbp1	down	Pan 2008	mouse
Rbm14	down	Pan 2008	mouse
Rex3	down	Pan 2008	mouse
Sbk	down	Pan 2008	mouse
Slc23a2	down	Pan 2008	mouse
Taf4a	down	Pan 2008	mouse
Trim21	down	Pan 2008	mouse
Ttf2	down	Pan 2008	mouse
Wdr40a	down	Pan 2008	mouse
Zc3hdc8	down	Pan 2008	mouse
2410003J06Rik	down	Pan 2008	mouse
2700050F09Rik	down	Pan 2008	mouse
2700087H15Rik	down	Pan 2008	mouse
4930588M11Rik	down	Pan 2008	mouse
5730406M06Rik	down	Pan 2008	mouse
A530021J07	down	Pan 2008	mouse
Ash1l	down	Pan 2008	mouse
Atp1a1	down	Pan 2008	mouse
Atp8a1	down	Pan 2008	mouse
BC008111	down	Pan 2008	mouse
C330006A16Rik	down	Pan 2008	mouse
Cdca4	down	Pan 2008	mouse
Cnn3	down	Pan 2008	mouse
Commd10	down	Pan 2008	mouse
Ddx6	down	Pan 2008	mouse
Dgkd	down	Pan 2008	mouse
E2f2	down	Pan 2008	mouse
Eif2ak3	down	Pan 2008	mouse
Fkbp3	down	Pan 2008	mouse
Fts	down	Pan 2008	mouse
Gtf2h1	down	Pan 2008	mouse
Hcfc1	down	Pan 2008	mouse
Hspcb	down	Pan 2008	mouse
Kctd3	down	Pan 2008	mouse
Lamb1-1	down	Pan 2008	mouse
Map1lc3b	down	Pan 2008	mouse
Mftc	down	Pan 2008	mouse
Mlp	down	Pan 2008	mouse
Pex3	down	Pan 2008	mouse
Ppap2b	down	Pan 2008	mouse
Psme3	down	Pan 2008	mouse
Pygo2	down	Pan 2008	mouse
Sel1h	down	Pan 2008	mouse
Sema5a	down	Pan 2008	mouse
Sin3a	down	Pan 2008	mouse
Slc20a1	down	Pan 2008	mouse
Sms	down	Pan 2008	mouse
Snx27	down	Pan 2008	mouse
Tll1	down	Pan 2008	mouse
Tm9sf2	down	Pan 2008	mouse
Tmpo	down	Pan 2008	mouse
Zfp207	down	Pan 2008	mouse
Zfp617	down	Pan 2008	mouse
1110063G11Rik	down	Pan 2008	mouse
1700051C09Rik	down	Pan 2008	mouse
2400003C14Rik	down	Pan 2008	mouse
2410002M20Rik	down	Pan 2008	mouse
2610507B11Rik	down	Pan 2008	mouse
2700087H15Rik	down	Pan 2008	mouse
4121402D02Rik	down	Pan 2008	mouse
4732486I23Rik	down	Pan 2008	mouse
6720480D16Rik	down	Pan 2008	mouse
Acox1	down	Pan 2008	mouse
Acvr1	down	Pan 2008	mouse
Adar	down	Pan 2008	mouse
AW210570	down	Pan 2008	mouse
BC026657	down	Pan 2008	mouse
C030046I01Rik	down	Pan 2008	mouse
Catns	down	Pan 2008	mouse
Foxo3	down	Pan 2008	mouse
Gpiap1	down	Pan 2008	mouse
Hnrpf	down	Pan 2008	mouse
Hnrpf	down	Pan 2008	mouse
Khsrp	down	Pan 2008	mouse
Lin7c	down	Pan 2008	mouse
Lzic	down	Pan 2008	mouse
Matr3	down	Pan 2008	mouse
Mfn1	down	Pan 2008	mouse
Morf4l1	down	Pan 2008	mouse
Ndel1	down	Pan 2008	mouse
Nfya	down	Pan 2008	mouse
Npas3	down	Pan 2008	mouse
Peg3	down	Pan 2008	mouse
Pigq	down	Pan 2008	mouse
Psmd9	down	Pan 2008	mouse
Ptp4a2	down	Pan 2008	mouse
Rab3ip	down	Pan 2008	mouse
Rgmb	down	Pan 2008	mouse
Scrn3	down	Pan 2008	mouse
Sdccag10	down	Pan 2008	mouse
Sfrs12	down	Pan 2008	mouse
Sh3bgrl	down	Pan 2008	mouse
Siat7c	down	Pan 2008	mouse
Tm4sf10	down	Pan 2008	mouse
Tpd52l2	down	Pan 2008	mouse
Ube3a	down	Pan 2008	mouse
2610209M04Rik	down	Pan 2008	mouse
3300001P08Rik	down	Pan 2008	mouse
4931433E08Rik	down	Pan 2008	mouse
6530404F10Rik	down	Pan 2008	mouse
Acly	down	Pan 2008	mouse
AI315119	down	Pan 2008	mouse
AI428795	down	Pan 2008	mouse
Arpp19	down	Pan 2008	mouse
Atp6v1c1	down	Pan 2008	mouse
Calb1	down	Pan 2008	mouse
Clns1a	down	Pan 2008	mouse
Cpox	down	Pan 2008	mouse
D8Ertd594e	down	Pan 2008	mouse
Dach2	down	Pan 2008	mouse
Donson	down	Pan 2008	mouse
Gja7	down	Pan 2008	mouse
Gna13	down	Pan 2008	mouse
Herc2	down	Pan 2008	mouse
Hnrpc	down	Pan 2008	mouse
Hspa9a	down	Pan 2008	mouse
Lin28	down	Pan 2008	mouse
Mapk6	down	Pan 2008	mouse
Metap2	down	Pan 2008	mouse
Mthfd2	down	Pan 2008	mouse
Ncald	down	Pan 2008	mouse
Neo1	down	Pan 2008	mouse
Nln	down	Pan 2008	mouse
Numb	down	Pan 2008	mouse
Pcm1	down	Pan 2008	mouse
Pcmt1	down	Pan 2008	mouse
Polk	down	Pan 2008	mouse
Ppp3ca	down	Pan 2008	mouse
Rnf8	down	Pan 2008	mouse
Surf4	down	Pan 2008	mouse
Tmem33	down	Pan 2008	mouse
Usp47	down	Pan 2008	mouse
1500034J01Rik	down	Pan 2008	mouse
1700105P06Rik	down	Pan 2008	mouse
1810015M01Rik	down	Pan 2008	mouse
2810468K05Rik	down	Pan 2008	mouse
3110007F17Rik	down	Pan 2008	mouse
5730410E15Rik	down	Pan 2008	mouse
A230072I16Rik	down	Pan 2008	mouse
Arhgdia	down	Pan 2008	mouse
B430110G05Rik	down	Pan 2008	mouse
B430119L13Rik	down	Pan 2008	mouse
Baz2a	down	Pan 2008	mouse
BC037006	down	Pan 2008	mouse
Bicd2	down	Pan 2008	mouse
Col9a3	down	Pan 2008	mouse
D10Ertd438e	down	Pan 2008	mouse
Dmd	down	Pan 2008	mouse
Eif4e	down	Pan 2008	mouse
Gdap2	down	Pan 2008	mouse
Ggta1	down	Pan 2008	mouse
Hbp1	down	Pan 2008	mouse
Kctd5	down	Pan 2008	mouse
Mat2a	down	Pan 2008	mouse
Mrpl35	down	Pan 2008	mouse
Mtap7	down	Pan 2008	mouse
Nfx1	down	Pan 2008	mouse
Nicn1	down	Pan 2008	mouse
Oaz1	down	Pan 2008	mouse
Ogdh	down	Pan 2008	mouse
Ppp1cc	down	Pan 2008	mouse
Ppp2r5c	down	Pan 2008	mouse
Rab35	down	Pan 2008	mouse
Ranbp9	down	Pan 2008	mouse
Rbl2	down	Pan 2008	mouse
Rfc3	down	Pan 2008	mouse
Sca7	down	Pan 2008	mouse
Scmh1	down	Pan 2008	mouse
Selk	down	Pan 2008	mouse
Snapc1	down	Pan 2008	mouse
Srprb	down	Pan 2008	mouse
Srrm1	down	Pan 2008	mouse
Tial1	down	Pan 2008	mouse
Tlr3	down	Pan 2008	mouse
Traf7	down	Pan 2008	mouse
Trps1	down	Pan 2008	mouse
Ugdh	down	Pan 2008	mouse
Usmg4	down	Pan 2008	mouse
Usp30	down	Pan 2008	mouse
Usp47	down	Pan 2008	mouse
1110001J12Rik	down	Pan 2008	mouse
1300010M03Rik	down	Pan 2008	mouse
4732493F09Rik	down	Pan 2008	mouse
5730406I15Rik	down	Pan 2008	mouse
6430543G08Rik	down	Pan 2008	mouse
AA408868	down	Pan 2008	mouse
AI118064	down	Pan 2008	mouse
Anktm1	down	Pan 2008	mouse
BC031781	down	Pan 2008	mouse
Blcap	down	Pan 2008	mouse
Bub1b	down	Pan 2008	mouse
C330029B10Rik	down	Pan 2008	mouse
C430014D17Rik	down	Pan 2008	mouse
Ccdc2	down	Pan 2008	mouse
Cnot7	down	Pan 2008	mouse
Cpsf2	down	Pan 2008	mouse
Crabp2	down	Pan 2008	mouse
D10Ertd802e	down	Pan 2008	mouse
D130016B08Rik	down	Pan 2008	mouse
Dpysl3	down	Pan 2008	mouse
Gpr3	down	Pan 2008	mouse
Kif1b	down	Pan 2008	mouse
Map4k5	down	Pan 2008	mouse
Mmp2	down	Pan 2008	mouse
Msh2	down	Pan 2008	mouse
Plekhg1	down	Pan 2008	mouse
Polm	down	Pan 2008	mouse
Pou2f1	down	Pan 2008	mouse
Ppard	down	Pan 2008	mouse
Rad51	down	Pan 2008	mouse
Rnf134	down	Pan 2008	mouse
Sh3bgrl2	down	Pan 2008	mouse
Slc39a6	down	Pan 2008	mouse
Smu1	down	Pan 2008	mouse
Suhw4	down	Pan 2008	mouse
Tmpo	down	Pan 2008	mouse
Tnfaip1	down	Pan 2008	mouse
Trpm7	down	Pan 2008	mouse
Ube1c	down	Pan 2008	mouse
Wasf2	down	Pan 2008	mouse
Ythdf2	down	Pan 2008	mouse
0610007L01Rik	down	Pan 2008	mouse
1110060D06Rik	down	Pan 2008	mouse
1200009B18Rik	down	Pan 2008	mouse
1200009K13Rik	down	Pan 2008	mouse
2610507B11Rik	down	Pan 2008	mouse
2810468K05Rik	down	Pan 2008	mouse
3110043O21Rik	down	Pan 2008	mouse
4432404J10Rik	down	Pan 2008	mouse
4930535B03Rik	down	Pan 2008	mouse
4931419K03Rik	down	Pan 2008	mouse
5730420B22Rik	down	Pan 2008	mouse
9430023P16Rik	down	Pan 2008	mouse
Amaco	down	Pan 2008	mouse
Apex1	down	Pan 2008	mouse
Atp1a1	down	Pan 2008	mouse
Atp6v0c	down	Pan 2008	mouse
B430006D22Rik	down	Pan 2008	mouse
BC025546	down	Pan 2008	mouse
Cldn4	down	Pan 2008	mouse
D10Ertd516e	down	Pan 2008	mouse
Dnahc8	down	Pan 2008	mouse
Has3	down	Pan 2008	mouse
Igf2bp3	down	Pan 2008	mouse
Khsrp	down	Pan 2008	mouse
Pdzrn3	down	Pan 2008	mouse
Ppp2r1b	down	Pan 2008	mouse
Prlr	down	Pan 2008	mouse
Pum1	down	Pan 2008	mouse
Rdh12	down	Pan 2008	mouse
Rtn4	down	Pan 2008	mouse
Scamp2	down	Pan 2008	mouse
Sh3bgrl	down	Pan 2008	mouse
Shmt2	down	Pan 2008	mouse
Slco3a1	down	Pan 2008	mouse
Taf4a	down	Pan 2008	mouse
Tcf4	down	Pan 2008	mouse
Txnip	down	Pan 2008	mouse
Txnrd3	down	Pan 2008	mouse
Usp46	down	Pan 2008	mouse
1110038F14Rik	down	Pan 2008	mouse
1200003E16Rik	down	Pan 2008	mouse
1600019O04Rik	down	Pan 2008	mouse
4931407K02Rik	down	Pan 2008	mouse
6330549H03Rik	down	Pan 2008	mouse
Ap1g1	down	Pan 2008	mouse
Apg5l	down	Pan 2008	mouse
Atp6v1a1	down	Pan 2008	mouse
BC003332	down	Pan 2008	mouse
Bscl2	down	Pan 2008	mouse
Btg1	down	Pan 2008	mouse
Cstf1	down	Pan 2008	mouse
D12Ertd748e	down	Pan 2008	mouse
D17Wsu92e	down	Pan 2008	mouse
D5Ertd135e	down	Pan 2008	mouse
D730046L02Rik	down	Pan 2008	mouse
Dna2l	down	Pan 2008	mouse
Dnaja2	down	Pan 2008	mouse
Dnmt3a	down	Pan 2008	mouse
Eif5	down	Pan 2008	mouse
Enpp2	down	Pan 2008	mouse
Gpd2	down	Pan 2008	mouse
Gtf3c2	down	Pan 2008	mouse
Gyk	down	Pan 2008	mouse
Hrb	down	Pan 2008	mouse
Ifrg15	down	Pan 2008	mouse
Mrpl44	down	Pan 2008	mouse
Nupl1	down	Pan 2008	mouse
Pum2	down	Pan 2008	mouse
Rab10	down	Pan 2008	mouse
Rabif	down	Pan 2008	mouse
Rgmb	down	Pan 2008	mouse
Rnf146	down	Pan 2008	mouse
Rnmt	down	Pan 2008	mouse
Sfrs3	down	Pan 2008	mouse
Slc6a6	down	Pan 2008	mouse
Smad2	down	Pan 2008	mouse
Sumo3	down	Pan 2008	mouse
Tpx2	down	Pan 2008	mouse
Trim35	down	Pan 2008	mouse
Ttn	down	Pan 2008	mouse
Tube1	down	Pan 2008	mouse
Vdac1	down	Pan 2008	mouse
Wdr5	down	Pan 2008	mouse
Ywhae	down	Pan 2008	mouse
1110007A13Rik	down	Pan 2008	mouse
1700012F10Rik	down	Pan 2008	mouse
1810023B24Rik	down	Pan 2008	mouse
2410018G23Rik	down	Pan 2008	mouse
2410030J07Rik	down	Pan 2008	mouse
2610002J23Rik	down	Pan 2008	mouse
2610024G14Rik	down	Pan 2008	mouse
2700094K13Rik	down	Pan 2008	mouse
2810457I06Rik	down	Pan 2008	mouse
3110006P09Rik	down	Pan 2008	mouse
4932432K03Rik	down	Pan 2008	mouse
8430437G11Rik	down	Pan 2008	mouse
AA408296	down	Pan 2008	mouse
Adam17	down	Pan 2008	mouse
Add3	down	Pan 2008	mouse
AI450540	down	Pan 2008	mouse
Arl10c	down	Pan 2008	mouse
BC018601	down	Pan 2008	mouse
BC031601	down	Pan 2008	mouse
BC037112	down	Pan 2008	mouse
C330005L02Rik	down	Pan 2008	mouse
Chek1	down	Pan 2008	mouse
Ches1	down	Pan 2008	mouse
Ciapin1	down	Pan 2008	mouse
Cugbp1	down	Pan 2008	mouse
Cul4a	down	Pan 2008	mouse
D12Ertd553e	down	Pan 2008	mouse
Dhrs1	down	Pan 2008	mouse
Diap1	down	Pan 2008	mouse
Dnajb10	down	Pan 2008	mouse
Dnmt3a	down	Pan 2008	mouse
E030041M21Rik	down	Pan 2008	mouse
Epb7.2	down	Pan 2008	mouse
Ephx2	down	Pan 2008	mouse
Ext1	down	Pan 2008	mouse
Fgfr1	down	Pan 2008	mouse
Gtf2h3	down	Pan 2008	mouse
Hcfc1	down	Pan 2008	mouse
Kctd13	down	Pan 2008	mouse
Lztfl1	down	Pan 2008	mouse
Mapkbp1	down	Pan 2008	mouse
Mrc1	down	Pan 2008	mouse
Mtap4	down	Pan 2008	mouse
Numa1	down	Pan 2008	mouse
P2rx4	down	Pan 2008	mouse
Phgdhl1	down	Pan 2008	mouse
Pla2g1br	down	Pan 2008	mouse
Rhobtb1	down	Pan 2008	mouse
Rnh2	down	Pan 2008	mouse
Slc25a26	down	Pan 2008	mouse
Slmap	down	Pan 2008	mouse
Spred2	down	Pan 2008	mouse
Ssb	down	Pan 2008	mouse
Stk24	down	Pan 2008	mouse
Stx11	down	Pan 2008	mouse
Tmem16f	down	Pan 2008	mouse
Tmem2	down	Pan 2008	mouse
Ube2d3	down	Pan 2008	mouse
Zipro1	down	Pan 2008	mouse
Zp1	down	Pan 2008	mouse
1190006E07Rik	down	Pan 2008	mouse
1810043M15Rik	down	Pan 2008	mouse
2810405F18Rik	down	Pan 2008	mouse
2810429O05Rik	down	Pan 2008	mouse
